Code EAN article;Code interne;Libell‚ long article;Code rayon;Code famille;Code sous-famille;Code marque;Code du fournisseur;R‚f‚rence fournisseur;Code TVA;Prix d?achat ht brut;Taux de remise;Frais montant;Frais taux;Prix de vente ttc;Unit‚ de mesure;Coefficient unit‚ de mesure;Conditionnement achat;R‚appro mini;R‚appro d‚lai;Article pesable?;Tarif1 ttc supl;Tarif2 ttc supl;Tarif3 ttc supl;Tarif4 ttc supl;Libell‚ court (caisse);Article bloqu‚ en vente;Article bloqu‚ en achat;Promo du;Promo au;Prix promo ht;Prix promo ttc
56166    ;561166;BATAVIA NUE 500G              ;56;640;33;MN;4;0;2;5.02;;;;7.8;Unit‚;1;1;;;0;;;;;BATAVIA NUE 500G              ;;0;;;;
3492850000000    ;220810;TOMME NOIRE PYRENEES CAPI.200G;22;795;1;MN;4;0;2;3.3;;;;4.3;Kg;0.2;12;;;0;;;;;TOMME NOIRE PYRENEES CAPI.200G;;0;;;;
3114270000000    ;220885;CHAUSSEE AUX MOINES 230G 50%MG;22;795;1;MN;4;0;2;3.34;;;;4.5;Kg;0.23;12;;;0;;;;;CHAUSSEE AUX MOINES 230G 50%MG;;0;;;;
3245410000000    ;561280;SACHET MACHE 125G CRF         ;56;640;33;CR;4;0;2;1.91;;;;2.25;Kg;0.125;6;;;0;;;;;SACHET MACHE 125G CRF         ;;1;;;;
3000030000000    ;561320;POMME GRANNY SMITH 1K5        ;56;645;14;MN;4;0;2;3.84;;;;5.5;Kg;1.5;6;;;0;;;;;POMME GRANNY SMITH 1K5        ;;0;;;;
3480360000000    ;221110;CARRE FRAIS 0%MG 8X25G E&VIRE ;22;795;8;MN;4;0;2;3.7;;;;4.89;Kg;0.2;6;;;0;;;;;CARRE FRAIS 0%MG 8X25G E&VIRE ;;1;;;;
3166780000000    ;390503;FOIN 850G                     ;39;435;1;MN;8;0;2;2.54;;;;4.1;Unit‚;1;6;;;0;;;;;FOIN 850G                     ;;0;;;;
3416790000000    ;321889;BLOC MAITRE HOTEL DUPLI 85X150;32;400;3;MN;46;0;3;1.27;;;;2.1;Unit‚;1;1;;;0;;;;;BLOC MAITRE HOTEL DUPLI 85X150;;1;;;;
3610880000000    ;316424;PINCEAU A PATISSERIE SILICONE ;31;361;1;  ;90090;        ;3;1.99;;;;3.3;Unit‚;1;1;;;0;;;;;PINCEAU A PATISSERIE SILICONE ;;0;;;;
3118220000000    ;316438;COUTEAUX DESOSSER 15CM PRADEL ;31;361;1;CR;90090;0;3;5.7;;;;9.2;Unit‚;1;1;;;0;;;;;COUTEAUX DESOSSER 15CM PRADEL ;;0;;;;
3700150000000    ;382314;COMBICHLOR 5 GALETS 5K        ;38;431;1;MN;2047;0;3;26.89;;;;41.7;Kg;5;2;;;0;;;;;COMBICHLOR 5 GALETS 5K        ;;0;;;;
3262470000000    ;221616;TRANCHETTE EMMENTAL 2X250G    ;22;795;3;MN;4;0;2;3.46;;;;5.45;Kg;0.5;8;;;0;;;;;TRANCHETTE EMMENTAL 2X250G    ;;1;;;;
2222222222    ;221616;TRANCHETTE EMMENTAL 2X250G    ;22;795;3;MN;4;0;2;3.46;;;;5.45;Kg;0.5;8;;;0;;;;;TRANCHETTE EMMENTAL 2X250G    ;;1;;;;
887962000000    ;382434;BARBIE CHIC MATTEL            ;38;432;1;MN;20138;0;3;5.76;;;;10.95;Unit‚;1;12;;;0;;;;;BARBIE CHIC MATTEL            ;;1;;;;
3256630000000    ;300110;1L EAU DEMINERALISEE MIEUXA   ;30;353;1;MN;90090;0;3;0.45;;;;0.75;Unit‚;1;1;;;0;;;;;1L EAU DEMINERALISEE MIEUXA   ;;0;;;;
9782090000000    ;331702;TCHOUPI VCE PS 3-4 ANS        ;33;405;1;MN;20026;0;2;4.59;;;;6.7;Unit‚;1;1;;;0;;;;;TCHOUPI VCE PS 3-4 ANS        ;;0;;;;
5400270000000    ;153634;BONBON LIQ COINTREAU BTE 150G ;14;50;2;MN;20138;0;2;2.62;;;;3.39;Kg;0.15;12;;;0;;;;;BONBON LIQ COINTREAU BTE 150G ;;1;;;;
3023470000000    ;140713;EVENTAIL D'OR BALHSEN 100G    ;14;10;9;MN;400;0;2;1.41;;;;1.95;Kg;0.1;24;;;0;;;;;EVENTAIL D'OR BALHSEN 100G    ;;0;;;;
3366320000000    ;221596;ST HUBERT OMEGA3 S/SEL 250G   ;22;775;1;MN;4;0;3;2.55;;;;3.45;Kg;0.25;12;;;0;;;;;ST HUBERT OMEGA3 S/SEL 250G   ;;0;;;;
3608140000000    ;370506;LUSTREUR 500ML                ;37;445;1;  ;500;0;1;1.77;;;;3.2;L;0.5;6;;;0;;;;;LUSTREUR 500ML                ;;0;;;;
3608140000000    ;370273;RENOVE PLAST.BRILL.EXOTI.300ML;37;446;1;CR;500;0;3;1.49;;;;2.4;L;0.3;1;;;0;;;;;RENOVE PLAST.BRILL.EXOTI.300ML;;0;;;;
3366180000000    ;370516;RENOVE PLAST.MAT 300ML CRF    ;37;446;1;CR;500;0;3;1.49;;;;2.4;L;0.3;6;;;0;;;;;RENOVE PLAST.MAT 300ML CRF    ;;0;;;;
3451790000000    ;211491;MILKANA SO GOOD FRAISE 4X100G ;21;825;3;MN;90019;0;2;1.85;;;;2.4;Kg;0.4;6;;;0;;;;;MILKANA SO GOOD FRAISE 4X100G ;;1;;;;
3610880000000    ;481201;2 BIBERON 240ML VIOLET CRF    ;48;555;1;CR;90090;0;3;3.29;;;;6;Unit‚;1;1;;;0;;;;;2 BIBERON 240ML VIOLET CRF    ;;0;;;;
8410060000000    ;231688;SAUCISSON KICON 250G          ;23;850;10;MN;4;0;2;2.9;;;;3.79;Kg;0.25;12;;;0;;;;;SAUCISSON KICON 250G          ;;0;;;;
3279580000000    ;301207;COLLE MULTI CYANOLIT          ;30;352;1;MN;20237;0;3;3.62;;;;5.95;Unit‚;1;1;;;0;;;;;COLLE MULTI CYANOLIT          ;;0;;;;
3279580000000    ;301208;COLLE PAPIERS CARTONS         ;30;352;1;MN;20237;0;3;2.53;;;;4.19;Unit‚;1;1;;;0;;;;;COLLE PAPIERS CARTONS         ;;0;;;;
3501280000000    ;153990;BONBON EUCALYPTUS 1K          ;14;45;1;MN;20723;0;3;6.07;;;;9.15;Kg;1;1;;;0;;;;;BONBON EUCALYPTUS 1K          ;;0;;;;
3760070000000    ;271822;FEUILLETES LAMBI 24X12G TOQUE ;27;750;1;MN;3;0;2;6.11;;;;8.35;Kg;0.288;15;;;0;;;;;FEUILLETES LAMBI 24X12G TOQUE ;;0;;;;
3609230000000    ;360079;BARRE DOUCHE 125X225 CRF      ;36;390;1;CR;90090;0;3;1.88;;;;3.8;Unit‚;1;1;;;0;;;;;BARRE DOUCHE 125X225 CRF      ;;0;;;;
3760180000000    ;116939;BIERE YE MAN CITRON 50CL      ;11;240;3;MN;480;0;3;1.53;;;;2.1;L;0.5;24;;;0;;;;;BIERE YE MAN CITRON 50CL      ;;0;;;;
3683080000000    ;541081;COCO/MANGUE/PASSION 6/8P      ;54;730;6;  ;4060;0;2;20;;;;25;Unit‚;1;1;;;0;;;;;COCO/MANGUE/PASSION 6/8P      ;;0;;;;
3270190000000    ;231682;CHORIZO FORT 225G CRF         ;23;850;12;CR;4;0;2;1.44;;;;3.1;Kg;0.225;12;;;0;;;;;CHORIZO FORT 225G CRF         ;;1;;;;
3560070000000    ;231682;CHORIZO FORT 225G CRF         ;23;850;12;CR;4;0;2;1.44;;;;3.1;Kg;0.225;12;;;0;;;;;CHORIZO FORT 225G CRF         ;;1;;;;
3660580000000    ;460060;FIL POLYESTER 200M VERT BTLLE ;46;550;1;MN;20325;0;3;0.5;;;;0.9;Unit‚;1;1;;;0;;;;;FIL POLYESTER 200M VERT BTLLE ;;0;;;;
3507000000000    ;541144;CREPE MOELX 6X60G REGALETTE   ;54;730;6;MN;4;0;2;5.07;;;;5.95;Kg;0.36;12;;;0;;;;;CREPE MOELX 6X60G REGALETTE   ;;0;;;;
8430850000000    ;316772;COUTEAUX 3 COUL ASSORT        ;31;377;5;MN;20182;0;3;1.38;;;;2.5;Unit‚;1;1;;;0;;;;;COUTEAUX 3 COUL ASSORT        ;;0;;;;
3683080000000    ;540607;2 JALOUSIE COCO               ;54;730;6;MN;4060;0;2;2.92;;;;3.65;Kg;1;1;;;0;;;;;2 JALOUSIE COCO               ;;0;;;;
3264030000000    ;562166;CHAMPIGNON BLC BIO VRAC AVION ;56;640;9;MN;4;0;2;9.79;;;;17.85;Kg;1;3;;;1;;;;;CHAMPIGNON BLC BIO VRAC AVION ;;1;;;;
5904730000000    ;562166;CHAMPIGNON BLC BIO VRAC AVION ;56;640;9;MN;4;0;2;9.79;;;;17.85;Kg;1;3;;;1;;;;;CHAMPIGNON BLC BIO VRAC AVION ;;1;;;;
8425780000000    ;562151;COEUR DE SUCRINE X6           ;56;640;23;MN;4;0;2;2.5;;;;4.1;Kg;1;10;;;0;;;;;COEUR DE SUCRINE X6           ;;0;;;;
8437000000000    ;562151;COEUR DE SUCRINE X6           ;56;640;23;MN;4;0;2;2.5;;;;4.1;Kg;1;10;;;0;;;;;COEUR DE SUCRINE X6           ;;0;;;;
3336970000000    ;154764;CROUTON FROMAGE VICO 90G      ;14;85;4;MN;20167;0;2;0.99;;;;1.35;Kg;0.09;20;;;0;;;;;CROUTON FROMAGE VICO 90G      ;;0;;;;
3264030000000    ;562266;PDT GRENAILLE FRANCELIN  1K   ;56;640;20;MN;4;0;2;2.09;;;;2.59;Kg;1;15;;;0;;;;;PDT GRENAILLE FRANCELIN  1K   ;;0;;;;
3337710000000    ;147945;SUCRE ROUX GARDEL SACHET 750G ;14;115;1;MN;485;0;2;1.22;;;;1.25;Kg;0.75;30;;;0;;;;;SUCRE ROUX GARDEL SACHET 750G ;;1;;;;
2291830000000    ;250364;POULET PAC POUL LA BEL        ;25;835;2;MN;1070;0;2;6.2;;;;8.69;Kg;1;1;;;1;;;;;POULET PAC POUL LA BEL        ;;0;;;;
3560070000000    ;132281;CREME LAVANT LAVANDE PPB 500ML;12;285;1;PP;2;0;3;0.78;;;;1.39;L;0.5;12;;;0;;;;;CREME LAVANT LAVANDE PPB 500ML;;0;;;;
3610880000000    ;481224;OMBRELLE T TURQUOISE CRF      ;48;555;1;CR;90090;0;3;8.15;;;;14.7;Unit‚;1;1;;;0;;;;;OMBRELLE T TURQUOISE CRF      ;;0;;;;
3301040000000    ;382572;BTE MINI QUADCOPTER           ;38;432;1;MN;20138;        ;3;72.38;;;;83.9;Unit‚;1;24;;;0;;;;;BTE MINI QUADCOPTER           ;;0;;;;
3556740000000    ;117271;JUS POMME TREETOP 33CL        ;11;245;7;MN;20078;0;2;0.72;;;;0.99;L;0.33;1;;;0;;;;;JUS POMME TREETOP 33CL        ;;0;;;;
3560070000000    ;154278;SAUCE POM FRITE DOWN CRF 350G ;14;90;6;CR;2;0;2;1.23;;;;1.95;Kg;0.35;12;;;0;;;;;SAUCE POM FRITE DOWN CRF 350G ;;0;;;;
3610470000000    ;450481;ENTREDOIGT HELLO KITTY        ;45;530;4;MN;20003;0;3;13.19;;;;21.1;Unit‚;1;12;;;0;;;;;ENTREDOIGT HELLO KITTY        ;;0;;;;
1184    ;541184;FEUILLETE CHEVRE EPINARD 150G ;54;730;6;MN;565;0;2;1.43;;;;2.7;Kg;0.15;20;;;0;;;;;FEUILLETE CHEVRE EPINARD 150G ;;0;;;;
3468080000000    ;132338;EDC INESSANCE FRAICHEUR 500ML ;12;285;6;MN;22003;0;3;3.88;;;;6.49;L;0.5;12;;;0;;;;;EDC INESSANCE FRAICHEUR 500ML ;;1;;;;
3496080000000    ;221732;LAIT UHT 1/2 ECREME BRK 1L    ;22;790;1;MN;4;0;2;0.79;;;;0.96;L;1;1;;;0;;;;;LAIT UHT 1/2 ECREME BRK 1L    ;;0;;;;
3040690000000    ;460258;TALONNETTE 35/40              ;46;550;1;  ;20058;        ;3;2.95;;;;5.05;Unit‚;1;5;;;0;;;;;TALONNETTE 35/40              ;;0;;;;
3278550000000    ;382671;BONNET SILTEX SENIOR          ;38;431;1;MN;20138;0;3;1.56;;;;3.9;Unit‚;1;24;;;0;;;;;BONNET SILTEX SENIOR          ;;0;;;;
8716700000000    ;117503;BIERE AMSTERD BLCK RUM VX 50CL;11;240;3;MN;410;0;3;2.06;;;;2.69;L;0.5;24;;;0;;;;;BIERE AMSTERD BLCK RUM VX 50CL;;1;;;;
3613870000000    ;317134;MINUTEUR MECANIQUE UF INOX    ;31;361;1;  ;90090;        ;3;3.71;;;;5.89;Unit‚;1;1;;;0;;;;;MINUTEUR MECANIQUE UF INOX    ;;0;;;;
5403    ;562354;KUMQUAT VRAC IMPORT           ;56;645;17;MN;390;0;2;4.9;;;;12.5;Kg;1;1;;;1;;;;;KUMQUAT VRAC IMPORT           ;;0;;;;
3613870000000    ;401324;TAIE DE TRAVE ORANGE CRF      ;40;535;1;CR;90090;        ;3;2.83;;;;5.1;Unit‚;1;1;;;0;;;;;TAIE DE TRAVE ORANGE CRF      ;;0;;;;
3560070000000    ;155261;MUESLI CHOC NS BIO CRF 500G   ;14;155;1;CR;2;0;2;3.62;;;;4.95;Kg;0.5;6;;;0;;;;;MUESLI CHOC NS BIO CRF 500G   ;;0;;;;
3365000000000    ;317147;PLUMEAU MICRO FIBRE STARWAX   ;31;364;2;MN;20162;0;3;4.61;;;;7.5;Unit‚;1;6;;;0;;;;;PLUMEAU MICRO FIBRE STARWAX   ;;0;;;;
3040690000000    ;460173;RALLONGE SG 38MM NOIR         ;46;550;1;  ;20058;        ;3;2.84;;;;5;Unit‚;1;5;;;0;;;;;RALLONGE SG 38MM NOIR         ;;0;;;;
3609080000000    ;420107;BOXER DE BAIN 3/8 AN SPIDERMAN;42;505;7;MN;20003;0;3;6.8;;;;10.1;Unit‚;1;24;;;0;;;;;BOXER DE BAIN 3/8 AN SPIDERMAN;;0;;;;
3609080000000    ;420107;BOXER DE BAIN 3/8 AN SPIDERMAN;42;505;7;MN;20003;0;3;6.8;;;;10.1;Unit‚;1;24;;;0;;;;;BOXER DE BAIN 3/8 AN SPIDERMAN;;0;;;;
3040690000000    ;460199;FIL POL 200M MARINE           ;46;550;1;  ;20058;        ;3;2.21;;;;4;Unit‚;1;5;;;0;;;;;FIL POL 200M MARINE           ;;0;;;;
3264040000000    ;560298;KIWI HAYWARD PCE IMPORT       ;56;645;7;MN;36;0;2;0.22;;;;0.75;Unit‚;1;1;;;0;;;;;KIWI HAYWARD PCE IMPORT       ;;0;;;;
3264030000000    ;560093;POIRE CONFERENCE CAT.2 IMPORT ;56;645;12;MN;36;0;2;2.3;;;;3.9;Kg;1;1;;;1;;;;;POIRE CONFERENCE CAT.2 IMPORT ;;0;;;;
3065890000000    ;154996;CANIGOU ALLEGEE PLT CART 1200G;14;160;1;MN;570;0;3;2.675;;;;3.9;Kg;1.2;12;;;0;;;;;CANIGOU ALLEGEE PLT CART 1200G;;0;;;;
3700960000000    ;117433;VIN RGE TIERRA DEL CONDOR 75CL;11;200;2;MN;20706;0;3;5.76;;;;6.95;L;0.75;6;;;0;;;;;VIN RGE TIERRA DEL CONDOR 75CL;;1;;;;
3272310000000    ;317089;SEAU ESPAGNOL MASCOTTE RD COMP;31;364;1;MN;8;0;3;4.93;;;;8.95;Unit‚;1;1;;;0;;;;;SEAU ESPAGNOL MASCOTTE RD COMP;;0;;;;
262411000000    ;562342;TOMATE CERISE ESPAGNE BRQT    ;56;640;31;MN;17;0;2;1.5;;;;2.4;Kg;1;1;;;1;;;;;TOMATE CERISE ESPAGNE BRQT    ;;0;;;;
3560070000000    ;221866;ROQUEFORT 100G CRF            ;22;795;6;CR;4;0;2;2.1;;;;2.99;Kg;0.1;12;;;0;;;;;ROQUEFORT 100G CRF            ;;1;;;;
3549620000000    ;133297;SHAMP CREM OLIVE KAR ARG 250ML;12;280;1;MN;20058;0;3;2.41;;;;3.45;L;0.25;12;;;0;;;;;SHAMP CREM OLIVE KAR ARG 250ML;;0;;;;
3270190000000    ;155672;TAGLIATELLE BIO CRF 250G      ;14;155;1;CR;2;0;2;1.15;;;;1.85;Kg;0.25;10;;;0;;;;;TAGLIATELLE BIO CRF 250G      ;;1;;;;
255266000000    ;540504;TARTELETTE ANANAS FONTANA X2  ;54;730;6;MN;12082;0;2;2.25;;;;3.1;Kg;1;1;;;0;;;;;TARTELETTE ANANAS FONTANA X2  ;;0;;;;
3560070000000    ;231926;50G 2TR JAMBON SEC SUP CRF    ;23;850;8;CR;4;0;2;1.06;;;;1.29;Kg;0.05;6;;;0;;;;;50G 2TR JAMBON SEC SUP CRF    ;;0;;;;
3613870000000    ;317340;MOULIN A LEGUMES INOX PRO     ;31;361;1;CR;90090;        ;3;19.71;;;;37.5;Unit‚;1;6;;;0;;;;;MOULIN A LEGUMES INOX PRO     ;;0;;;;
3264030000000    ;560125;PECHE JAUNE CAL.B IMPORT      ;56;645;11;MN;390;0;2;2.2;;;;7.55;Kg;1;1;;;1;;;;;PECHE JAUNE CAL.B IMPORT      ;;0;;;;
3258170000000    ;100501;ROYALE 100 CLASSIC EN 20 CART ;10;972;2;MN;20827;0;1;58.5;;;;69.7;Unit‚;1;10;;;0;;;;;ROYALE 100 CLASSIC EN 20 CART ;;0;;;;
3175680000000    ;155525;FOURRE MINCEUR MYRTILLE 360G  ;14;155;1;MN;570;0;2;7.39;;;;8.89;Kg;0.36;6;;;0;;;;;FOURRE MINCEUR MYRTILLE 360G  ;;0;;;;
7622210000000    ;155530;CARAMBAR VERY BAD KD XTRE 195G;14;45;1;MN;20467;0;3;1.95;;;;2.95;Kg;0.195;12;;;0;;;;;CARAMBAR VERY BAD KD XTRE 195G;;1;;;;
3560070000000    ;272288;WOK DE POISSON 600G CRF       ;27;750;4;CR;3;0;2;10.92;;;;14.65;Kg;0.6;10;;;0;;;;;WOK DE POISSON 600G CRF       ;;1;;;;
3229820000000    ;155568;FOURRE CHOCOLAT BJORG 150G    ;14;155;1;MN;200;0;3;2.96;;;;4.15;Kg;0.15;12;;;0;;;;;FOURRE CHOCOLAT BJORG 150G    ;;0;;;;
3600550000000    ;133481;DEO ATO PX PARF HM NARTA 200ML;12;285;5;MN;140;0;3;3.41;;;;4.5;L;0.2;12;;;0;;;;;DEO ATO PX PARF HM NARTA 200ML;;0;;;;
3608140000000    ;317709;VAP FLUTE 17CL                ;31;375;1;MN;20058;0;3;0.58;;;;0.89;Unit‚;1;24;;;0;;;;;VAP FLUTE 17CL                ;;1;;;;
3556070000000    ;570261;PAINS NAAN X4 250G            ;57;810;1;MN;2;0;2;3.2;;;;4.4;Kg;0.25;8;;;0;;;;;PAINS NAAN X4 250G            ;;1;;;;
3270190000000    ;390452;OS NOUE 33CM                  ;39;435;1;CR;20058;0;3;1.54;;;;4.99;Unit‚;1;15;;;0;;;;;OS NOUE 33CM                  ;;0;;;;
7702020000000    ;133861;RASOIR VENUS SWIRL            ;12;285;4;MN;20810;0;3;9.78;;;;13.95;Unit‚;1;5;;;0;;;;;RASOIR VENUS SWIRL            ;;0;;;;
4005810000000    ;124538;LINGETTE INT.FLEUR NIVEA 250ML;12;300;4;MN;80;0;3;2.413;;;;3.45;L;0.25;12;;;0;;;;;LINGETTE INT.FLEUR NIVEA 250ML;;0;;;;
3166780000000    ;390585;MIN'OS 500 G (BISCUITS)       ;39;435;1;MN;2047;        ;3;3.7;;;;5.95;Unit‚;1;1;;;0;;;;;MIN'OS 500 G (BISCUITS)       ;;0;;;;
3390500000000    ;313040;30 PETITES CUILLERES BLANCHE  ;31;377;5;  ;20058;0;3;0.38;;;;0.7;Unit‚;1;24;;;0;;;;;30 PETITES CUILLERES BLANCHE  ;;0;;;;
3390500000000    ;311262;GANTS TOUS USAGES T6          ;31;364;4;  ;20058;0;3;0.6;;;;1.1;Unit‚;1;100;;;0;;;;;GANTS TOUS USAGES T6          ;;0;;;;
